247001001,6125,164,EWS,709,IIT Madras,Chemical Engineering,,4,Roorkee,Uttarakhand
247001002,,,PREP-SC,7975,,,,,Roorkee,Uttarakhand
247001003,,73,SC,2833,,,,,Roorkee,Uttarakhand
247001007,8978,149,gen,8978,IIT Kanpur,Chemical Engineering,,4,Roorkee,Uttarakhand
247001008,13625,133,gen,13625,,,,,Roorkee,Uttarakhand
247001009,11543,140,gen,11543,IIT Kharagpur,Exploration Geophysics,,4,Roorkee,Uttarakhand
247001010,,,PREP-SC,2260,,,,,Roorkee,Uttarakhand
247001011,,,PREP-SC,4216,,,,,Roorkee,Uttarakhand
247001013,,,PREP-SC,718,,,,,Roorkee,Uttarakhand
247001014,2962,192,gen,2962,IIT Roorkee,Electronics and Communication Engineering,,4,Roorkee,Uttarakhand
247001015,,84,SC,1921,,,,,Roorkee,Uttarakhand
247001016,3452,186,OBC,625,,,,,Roorkee,Uttarakhand
247001017,1670,214,SC,32,IIT Bombay,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247001019,11315,140,gen,11315,IIT (ISM) Dhanbad,Chemical Engineering,,4,Roorkee,Uttarakhand
247001022,10733,142,OBC,2396,IIT Ropar,Electrical Engineering,,4,Roorkee,Uttarakhand
247001023,1368,221,gen,1368,IIT Roorkee,Mathematics & Computing,,5,Roorkee,Uttarakhand
247001027,3873,182,OBC,717,IIT (BHU) Varanasi,Computer Science and Engineering,,5,Roorkee,Uttarakhand
247001029,,,PREP-SC,5961,,,,,Roorkee,Uttarakhand
247001030,12593,136,EWS,1691,IIT Bombay,Energy Engineering,,4,Roorkee,Uttarakhand
247001031,9844,146,gen,9844,IIT Roorkee,Mechanical Engineering,,4,Roorkee,Uttarakhand
247001032,6084,164,gen,6084,,,,,Roorkee,Uttarakhand
247001039,,99,OBC,8853,,,,,Roorkee,Uttarakhand
247001044,,,PREP-SC,1156,,,,,Roorkee,Uttarakhand
247001046,16201,127,gen,16201,,,,,Roorkee,Uttarakhand
247001050,16566,126,gen,16566,,,,,Roorkee,Uttarakhand
247001051,2188,203,gen,2188,IIT Bombay,Aerospace Engineering,,4,Roorkee,Uttarakhand
247001057,10404,144,gen,10404,IIT Roorkee,Mechanical Engineering,,4,Roorkee,Uttarakhand
247001058,1363,221,gen,1363,IIT Roorkee,Electronics and Communication Engineering,,4,Roorkee,Uttarakhand
247001059,18696,122,gen,18696,,,,,Roorkee,Uttarakhand
247001060,1162,227,gen,1162,IIT Kanpur,Electrical Engineering,,4,Roorkee,Uttarakhand
247001061,22667,114,gen,22667,,,,,Roorkee,Uttarakhand
247001066,19425,120,gen,19425,,,,,Roorkee,Uttarakhand
247001069,,,PREP-SC,5474,,,,,Roorkee,Uttarakhand
247001070,16484,126,gen,16484,,,,,Roorkee,Uttarakhand
247001078,14099,132,EWS,1917,IIT Kanpur,Aerospace Engineering,,4,Roorkee,Uttarakhand
247001079,,,PREP-SC,4395,,,,,Roorkee,Uttarakhand
247001083,,,PREP-SC,652,,,,,Roorkee,Uttarakhand
247001088,,78,SC,2327,IIT Roorkee,Physics,,5,Roorkee,Uttarakhand
247001090,15152,129,gen,15152,IIT Jammu,Civil Engineering,,4,Roorkee,Uttarakhand
247001091,,,PREP-SC,426,,,,,Roorkee,Uttarakhand
247001094,9970,146,gen,9970,IIT Jammu,Electrical Engineering,,4,Roorkee,Uttarakhand
247001096,4189,179,gen,4189,IIT Hyderabad,Mechanical Engineering,,4,Roorkee,Uttarakhand
247001101,,,PREP-SC,3640,,,,,Roorkee,Uttarakhand
247001104,16270,127,gen,16270,,,,,Roorkee,Uttarakhand
247001106,19877,119,gen,19877,,,,,Roorkee,Uttarakhand
247001109,9710,146,gen,9710,,,,,Roorkee,Uttarakhand
247001111,7421,156,gen,7421,IIT Guwahati,Civil Engineering,,4,Roorkee,Uttarakhand
247001112,3147,189,gen,3147,IIT Ropar,Mathematics and Computing,,4,Roorkee,Uttarakhand
247001113,,104,SC,968,IIT Goa,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247001114,,68,SC,3437,,,,,Roorkee,Uttarakhand
247001121,22969,113,gen,22969,,,,,Roorkee,Uttarakhand
247001123,6311,163,gen,6311,IIT (ISM) Dhanbad,Electrical Engineering,,4,Roorkee,Uttarakhand
247001126,1872,210,gen,1872,IIT Ropar,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247001136,8032,153,gen,8032,IIT Jodhpur,Artificial Intelligence and Data Science,,4,Roorkee,Uttarakhand
247001137,14606,131,gen,14606,,,,,Roorkee,Uttarakhand
247001142,6054,164,gen,6054,IIT Roorkee,Electrical Engineering,,4,Roorkee,Uttarakhand
247001143,10169,145,gen,10169,IIT Roorkee,Mechanical Engineering,,4,Roorkee,Uttarakhand
247001144,3735,183,gen,3735,IIT Bombay,Civil Engineering,,4,Roorkee,Uttarakhand
247002003,17581,124,gen,17581,,,,,Roorkee,Uttarakhand
247002004,,,PREP-SC,6573,,,,,Roorkee,Uttarakhand
247002010,1286,224,OBC,204,IIT Kharagpur,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247002013,,99,SC,1193,IIT Roorkee,Electrical Engineering,,4,Roorkee,Uttarakhand
247002015,20473,118,gen,20473,,,,,Roorkee,Uttarakhand
247002016,10025,145,gen,10025,IIT Jodhpur,Chemical Engineering,,4,Roorkee,Uttarakhand
247002019,13404,134,gen,13404,IIT Dharwad,Mechanical Engineering,,4,Roorkee,Uttarakhand
247002023,,,PREP-SC,1488,,,,,Roorkee,Uttarakhand
247002024,,,PREP-SC,4461,,,,,Roorkee,Uttarakhand
247002028,13395,134,gen,13395,,,,,Roorkee,Uttarakhand
247002029,10962,142,OBC,2451,,,,,Roorkee,Uttarakhand
247002031,6472,162,gen,6472,IIT Mandi,Electrical Engineering,,4,Roorkee,Uttarakhand
247002035,646,246,gen,646,IIT Delhi,Electrical Engineering (Power and Automation),,4,Roorkee,Uttarakhand
247002037,,,PREP-SC,1424,,,,,Roorkee,Uttarakhand
247002040,,,PREP-SC,3426,,,,,Roorkee,Uttarakhand
247002043,8837,150,OBC,1920,,,,,Roorkee,Uttarakhand
247002050,,54,SC,5517,,,,,Roorkee,Uttarakhand
247002054,,56,SC,5136,,,,,Roorkee,Uttarakhand
247002055,19060,121,gen,19060,IIT Mandi,Mechanical Engineering,,4,Roorkee,Uttarakhand
247002056,8412,152,gen,8412,IIT Ropar,Artificial Intelligence and Data Engineering,,4,Roorkee,Uttarakhand
247002057,1717,212,gen,1717,IIT (BHU) Varanasi,Mathematics and Computing,,5,Roorkee,Uttarakhand
247002070,11328,140,gen,11328,IIT Ropar,Civil Engineering,,4,Roorkee,Uttarakhand
247002076,,,PREP-ST,501,,,,,Roorkee,Uttarakhand
247002078,4022,180,gen,4022,IIT Delhi,Civil Engineering,,4,Roorkee,Uttarakhand
247002081,11980,138,gen,11980,,,,,Roorkee,Uttarakhand
247002087,,54,SC,5569,,,,,Roorkee,Uttarakhand
247002088,,,PREP-SC,5546,,,,,Roorkee,Uttarakhand
247002089,9163,149,gen,9163,,,,,Roorkee,Uttarakhand
247002090,1779,212,gen,1779,IIT Bombay,Aerospace Engineering,,4,Roorkee,Uttarakhand
247002098,,,PREP-ST,2716,,,,,Roorkee,Uttarakhand
247002101,25546,109,gen,25546,,,,,Roorkee,Uttarakhand
247002105,17184,125,gen,17184,,,,,Roorkee,Uttarakhand
247002106,1448,219,gen,1448,IIT Kharagpur,Electronics and Electrical Communication Engineering,,4,Roorkee,Uttarakhand
247002113,5337,169,gen,5337,IIT (ISM) Dhanbad,Electronics and Communication Engineering,,4,Roorkee,Uttarakhand
247002119,,,PREP-SC,3537,,,,,Roorkee,Uttarakhand
247002121,15958,128,gen,15958,,,,,Roorkee,Uttarakhand
247002130,1088,230,gen,1088,IIT Kanpur,Electrical Engineering,,4,Roorkee,Uttarakhand
247002132,,71,SC,3080,,,,,Roorkee,Uttarakhand
247002138,,,PREP-SC,6106,,,,,Roorkee,Uttarakhand
247002148,,101,OBC,8410,,,,,Roorkee,Uttarakhand
247002149,24503,111,gen,24503,,,,,Roorkee,Uttarakhand
247002151,21526,116,gen,21526,,,,,Roorkee,Uttarakhand
247002152,1889,210,gen,1889,IIT Kanpur,Mechanical Engineering,,4,Roorkee,Uttarakhand
247002153,13787,133,gen,13787,,,,,Roorkee,Uttarakhand
247002154,24506,111,gen,24506,IIT Dharwad,Chemical and Biochemical Engineering,,4,Roorkee,Uttarakhand
247002157,932,233,gen,932,IIT Guwahati,Data Science and Artificial Intelligence,,4,Roorkee,Uttarakhand
247002160,,,PREP-SC,5424,,,,,Roorkee,Uttarakhand
247002164,,58,ST,1499,IIT Mandi,Bio Engineering,,4,Roorkee,Uttarakhand
247002166,15685,128,gen,15685,,,,,Roorkee,Uttarakhand
247002167,9619,147,gen,9619,,,,,Roorkee,Uttarakhand
247002169,,,PREP-SC,7104,,,,,Roorkee,Uttarakhand
247002170,,102,SC,1053,IIT Madras,Engineering Physics,,4,Roorkee,Uttarakhand
247003002,22234,115,gen,22234,,,,,Roorkee,Uttarakhand
247003003,,81,SC,2172,IIT Ropar,Electrical Engineering,,4,Roorkee,Uttarakhand
247003006,,68,SC,3500,,,,,Roorkee,Uttarakhand
247003009,9560,147,gen,9560,IIT Mandi,Mechanical Engineering,,4,Roorkee,Uttarakhand
247003013,949,233,gen,949,IIT Bombay,Electrical Engineering,,5,Roorkee,Uttarakhand
247003016,,,PREP-ST,1166,,,,,Roorkee,Uttarakhand
247003017,10742,142,gen,10742,,,,,Roorkee,Uttarakhand
247003018,,,PREP-SC,7499,,,,,Roorkee,Uttarakhand
247003021,,104,OBC,7749,,,,,Roorkee,Uttarakhand
247003022,21389,116,SC,650,IIT (ISM) Dhanbad,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247003024,17119,125,gen,17119,IIT Ropar,Engineering Physics,,4,Roorkee,Uttarakhand
247003025,3075,191,gen,3075,IIT Guwahati,Mathematics and Computing,,4,Roorkee,Uttarakhand
247003027,,103,EWS,4678,,,,,Roorkee,Uttarakhand
247003030,17306,124,gen,17306,,,,,Roorkee,Uttarakhand
247003031,19971,119,OBC,5012,,,,,Roorkee,Uttarakhand
247003034,,66,SC,3651,,,,,Roorkee,Uttarakhand
247003036,22182,115,gen,22182,,,,,Roorkee,Uttarakhand
247003038,12330,137,gen,12330,,,,,Roorkee,Uttarakhand
247003042,18034,123,gen,18034,,,,,Roorkee,Uttarakhand
247003043,7891,154,gen,7891,,,,,Roorkee,Uttarakhand
247003046,17373,124,OBC,4268,IIT Kanpur,Chemistry,,4,Roorkee,Uttarakhand
247003053,9082,149,gen,9082,IIT Jodhpur,Mechanical Engineering,,4,Roorkee,Uttarakhand
247003055,1065,230,gen,1065,IIT Kharagpur,Mathematics and Computing,,4,Roorkee,Uttarakhand
247003059,20050,119,gen,20050,,,,,Roorkee,Uttarakhand
247003060,915,233,gen,915,IIT Guwahati,Mathematics and Computing,,4,Roorkee,Uttarakhand
247003063,16352,127,gen,16352,IIT Kharagpur,Mining Engineering,,4,Roorkee,Uttarakhand
247003073,12648,136,gen,12648,,,,,Roorkee,Uttarakhand
247003076,11697,139,gen,11697,,,,,Roorkee,Uttarakhand
247003078,11700,139,gen,11700,IIT Dharwad,Engineering Physics,,4,Roorkee,Uttarakhand
247003088,9164,149,gen,9164,IIT Delhi,Civil Engineering,,4,Roorkee,Uttarakhand
247003094,12660,136,gen,12660,IIT Mandi,Bio Engineering,,4,Roorkee,Uttarakhand
247003097,1198,227,gen,1198,IIT Kanpur,Electrical Engineering,,4,Roorkee,Uttarakhand
247003098,12249,137,gen,12249,IIT Jammu,Mechanical Engineering,,4,Roorkee,Uttarakhand
247003099,7276,157,gen,7276,,,,,Roorkee,Uttarakhand
247003110,13069,135,gen,13069,,,,,Roorkee,Uttarakhand
247003112,,104,OBC,7630,,,,,Roorkee,Uttarakhand
247003114,17586,124,gen,17586,,,,,Roorkee,Uttarakhand
247003116,18081,123,gen,18081,,,,,Roorkee,Uttarakhand
247003119,13582,134,gen,13582,,,,,Roorkee,Uttarakhand
247003120,8564,151,gen,8564,,,,,Roorkee,Uttarakhand
247003126,9626,147,gen,9626,IIT Mandi,B.Tech in General Engineering,,4,Roorkee,Uttarakhand
247003131,2663,196,gen,2663,IIT Kanpur,Mechanical Engineering,,4,Roorkee,Uttarakhand
247003132,7052,159,gen,7052,IIT (ISM) Dhanbad,Electrical Engineering,,4,Roorkee,Uttarakhand
247003133,2614,196,gen,2614,,,,,Roorkee,Uttarakhand
247003134,,,PREP-SC,8053,,,,,Roorkee,Uttarakhand
247003138,,69,SC,3244,,,,,Roorkee,Uttarakhand
247003139,9363,148,gen,9363,,,,,Roorkee,Uttarakhand
247003140,1045,230,gen,1045,IIT Kanpur,Electrical Engineering,,4,Roorkee,Uttarakhand
247003141,15471,129,SC,410,IIT Ropar,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247003142,13609,133,gen,13609,IIT Bhubaneswar,Civil Engineering,,4,Roorkee,Uttarakhand
247003144,9121,149,gen,9121,,,,,Roorkee,Uttarakhand
247003149,1778,212,gen,1778,IIT Delhi,Electrical Engineering,,4,Roorkee,Uttarakhand
247003151,,80,SC,2233,IIT Roorkee,Chemical Engineering,,4,Roorkee,Uttarakhand
247003152,,,PREP-SC,4568,,,,,Roorkee,Uttarakhand
247003153,25134,110,gen,25134,,,,,Roorkee,Uttarakhand
247003154,12162,138,gen,12162,IIT Patna,B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya),,5,Roorkee,Uttarakhand
247003155,3504,185,gen,3504,IIT Roorkee,Mechanical Engineering,,4,Roorkee,Uttarakhand
247003156,,57,ST,1532,IIT Roorkee,Chemical Engineering,,4,Roorkee,Uttarakhand
247003158,12668,136,gen,12668,,,,,Roorkee,Uttarakhand
247003160,8765,150,gen,8765,IIT Tirupati,Electrical Engineering,,4,Roorkee,Uttarakhand
247003162,7887,154,gen,7887,,,,,Roorkee,Uttarakhand
247003164,18868,121,gen,18868,,,,,Roorkee,Uttarakhand
247003166,,65,SC,3766,,,,,Roorkee,Uttarakhand
247003169,207,272,gen,207,IIT Kanpur,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247003171,,54,SC,5587,,,,,Roorkee,Uttarakhand
247003179,21508,116,gen,21508,,,,,Roorkee,Uttarakhand
247003180,9903,146,gen,9903,IIT Ropar,Chemical Engineering,,4,Roorkee,Uttarakhand
247003181,19531,120,gen,19531,,,,,Roorkee,Uttarakhand
247003182,921,233,gen,921,IIT Kanpur,Mathematics and Scientific Computing,,4,Roorkee,Uttarakhand
247003184,,92,SC,1486,,,,,Roorkee,Uttarakhand
247003190,21620,116,gen,21620,,,,,Roorkee,Uttarakhand
247003192,,,PREP-SC,3061,,,,,Roorkee,Uttarakhand
247003197,8303,152,gen,8303,IIT Palakkad,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247003198,8879,150,gen,8879,,,,,Roorkee,Uttarakhand
247003200,7871,154,gen,7871,IIT Jammu,Mathematics and Computing,,4,Roorkee,Uttarakhand
247003204,3069,191,gen,3069,IIT (BHU) Varanasi,Electrical Engineering,,4,Roorkee,Uttarakhand
247003207,19213,120,SC,567,IIT Delhi,Civil Engineering,,4,Roorkee,Uttarakhand
247003217,21749,115,gen,21749,,,,,Roorkee,Uttarakhand
247003226,6716,160,gen,6716,IIT Delhi,Chemical Engineering,,5,Roorkee,Uttarakhand
247003227,9207,148,gen,9207,IIT Roorkee,Geophysical Technology,,5,Roorkee,Uttarakhand
247003230,12450,137,gen,12450,,,,,Roorkee,Uttarakhand
247003237,,74,SC,2797,IIT (BHU) Varanasi,Materials Science and Technology,,5,Roorkee,Uttarakhand
247003240,,,PREP-SC,1869,,,,,Roorkee,Uttarakhand
247003242,22338,114,gen,22338,,,,,Roorkee,Uttarakhand
247003243,19842,119,gen,19842,,,,,Roorkee,Uttarakhand
247003245,14701,131,gen,14701,IIT Ropar,Chemical Engineering,,4,Roorkee,Uttarakhand
247003246,,,PREP-SC,3663,,,,,Roorkee,Uttarakhand
247003249,11075,141,gen,11075,IIT Patna,Chemical Engineering,,4,Roorkee,Uttarakhand
247003250,10309,144,gen,10309,,,,,Roorkee,Uttarakhand
247003251,,74,ST,761,IIT Ropar,Electrical Engineering,,4,Roorkee,Uttarakhand
247003252,11470,140,SC,288,IIT Delhi,Electrical Engineering (Power and Automation),,4,Roorkee,Uttarakhand
247003259,6690,161,SC,161,IIT Delhi,Mathematics and Computing,,4,Roorkee,Uttarakhand
247003262,,91,ST,313,IIT Bombay,Aerospace Engineering,,4,Roorkee,Uttarakhand
247003271,9883,146,gen,9883,,,,,Roorkee,Uttarakhand
247003280,,107,OBC,7175,,,,,Roorkee,Uttarakhand
247003281,6021,164,gen,6021,IIT Roorkee,Physics,,5,Roorkee,Uttarakhand
247003284,13169,135,gen,13169,IIT Indore,Mechanical Engineering,,4,Roorkee,Uttarakhand
247003290,,,PREP-SC,3758,,,,,Roorkee,Uttarakhand
247003293,,,PREP-ST,1365,,,,,Roorkee,Uttarakhand
247003295,20272,118,gen,20272,,,,,Roorkee,Uttarakhand
247003296,19570,120,gen,19570,,,,,Roorkee,Uttarakhand
247003298,,,PREP-SC,4618,,,,,Roorkee,Uttarakhand
247003300,,,PREP-SC,6768,,,,,Roorkee,Uttarakhand
247003301,8417,152,gen,8417,,,,,Roorkee,Uttarakhand
247003304,4037,180,gen,4037,IIT Delhi,Civil Engineering,,4,Roorkee,Uttarakhand
247003305,3146,189,gen,3146,IIT Gandhinagar,Electrical Engineering,,4,Roorkee,Uttarakhand
247003307,,75,SC,2616,IIT Guwahati,Biosciences and Bioengineering,,4,Roorkee,Uttarakhand
247003310,5804,166,gen,5804,IIT Mandi,Electrical Engineering,,4,Roorkee,Uttarakhand
247003311,10436,144,gen,10436,,,,,Roorkee,Uttarakhand
247003313,15847,128,OBC,3865,IIT Indore,Civil Engineering,,4,Roorkee,Uttarakhand
247003316,,,PREP-SC,1441,,,,,Roorkee,Uttarakhand
247003320,18947,121,EWS,2721,,,,,Roorkee,Uttarakhand
247003322,2131,203,SC,41,IIT Roorkee,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247003324,282,272,gen,282,IIT Delhi,Mathematics and Computing,,4,Roorkee,Uttarakhand
247003326,,,PREP-SC,7003,,,,,Roorkee,Uttarakhand
247003331,,,PREP-ST,207,,,,,Roorkee,Uttarakhand
247003334,,102,SC,1030,IIT Roorkee,Chemical Engineering,,4,Roorkee,Uttarakhand
247003339,,61,SC,4397,,,,,Roorkee,Uttarakhand
247003340,20328,118,gen,20328,,,,,Roorkee,Uttarakhand
247003341,,104,SC,930,IIT Ropar,Mathematics and Computing,,4,Roorkee,Uttarakhand
247003342,15101,130,gen,15101,,,,,Roorkee,Uttarakhand
247003347,8263,152,gen,8263,IIT Ropar,Mechanical Engineering,,4,Roorkee,Uttarakhand
247003348,8095,153,gen,8095,,,,,Roorkee,Uttarakhand
247003351,6930,159,gen,6930,,,,,Roorkee,Uttarakhand
247003352,2436,199,gen,2436,,,,,Roorkee,Uttarakhand
247003353,,,PREP-SC,2218,,,,,Roorkee,Uttarakhand
247003355,3690,184,gen,3690,IIT Bombay,Civil Engineering,,4,Roorkee,Uttarakhand
247003356,4165,179,gen,4165,IIT (BHU) Varanasi,Computer Science and Engineering,,5,Roorkee,Uttarakhand
247003358,5375,169,gen,5375,IIT Gandhinagar,Mechanical Engineering,,4,Roorkee,Uttarakhand
247003359,,,PREP-SC,2414,,,,,Roorkee,Uttarakhand
247003361,,,PREP-SC,7938,,,,,Roorkee,Uttarakhand
247003364,,,PREP-SC,3241,,,1,,Roorkee,Uttarakhand
247003367,,,PREP-SC,5343,,,,,Roorkee,Uttarakhand
247003375,21344,116,OBC,5395,IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology,,4,Roorkee,Uttarakhand
247003377,12842,136,gen,12842,IIT Mandi,Electrical Engineering,,4,Roorkee,Uttarakhand
247003381,1989,207,gen,1989,IIT Kanpur,Mechanical Engineering,,4,Roorkee,Uttarakhand
247003382,23315,113,gen,23315,,,,,Roorkee,Uttarakhand
247003383,2865,193,gen,2865,IIT Mandi,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247003384,5294,170,OBC,1031,IIT Ropar,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247003386,5305,169,SC,126,IIT Delhi,Chemical Engineering,,4,Roorkee,Uttarakhand
247003393,15926,128,EWS,2207,,,,,Roorkee,Uttarakhand
247003394,,63,SC,4073,,,,,Roorkee,Uttarakhand
247003398,23552,112,gen,23552,,,,,Roorkee,Uttarakhand
247003400,12944,135,gen,12944,,,,,Roorkee,Uttarakhand
247003406,,100,OBC,8695,,,,,Roorkee,Uttarakhand
247003408,,,PREP-SC,7533,,,,,Roorkee,Uttarakhand
247003413,,,PREP-SC,5696,,,,,Roorkee,Uttarakhand
247003417,,62,SC,4268,,,,,Roorkee,Uttarakhand
247003420,23633,112,gen,23633,,,,,Roorkee,Uttarakhand
247003422,24622,110,gen,24622,,,,,Roorkee,Uttarakhand
247003429,2173,203,gen,2173,IIT Delhi,Chemical Engineering,,4,Roorkee,Uttarakhand
247003430,18297,122,gen,18297,,,,,Roorkee,Uttarakhand
247003431,20558,118,gen,20558,,,,,Roorkee,Uttarakhand
247003432,,,PREP-ST,2645,,,,,Roorkee,Uttarakhand
247003434,,67,SC,3582,,,,,Roorkee,Uttarakhand
247003435,1236,224,gen,1236,IIT Kharagpur,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247003436,,,PREP-ST,335,,,,,Roorkee,Uttarakhand
247003441,14264,132,OBC,3382,IIT (BHU) Varanasi,Civil Engineering,,4,Roorkee,Uttarakhand
247003446,,62,SC,4280,,,,,Roorkee,Uttarakhand
247003447,,91,ST,386,IIT Ropar,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247003450,44,300,gen,44,IIT Bombay,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247003452,22774,114,gen,22774,,,,,Roorkee,Uttarakhand
247003454,15493,129,gen,15493,IIT Kharagpur,Biotechnology and Biochemical Engineering,,4,Roorkee,Uttarakhand
247003455,15932,128,ST,99,IIT Delhi,Electrical Engineering (Power and Automation),,4,Roorkee,Uttarakhand
247003461,,,PREP-SC,4832,,,,,Roorkee,Uttarakhand
247003464,799,242,gen,799,IIT Guwahati,Mathematics and Computing,,4,Roorkee,Uttarakhand
247003466,4685,175,gen,4685,IIT Bombay,Environmental Science and Engineering,,4,Roorkee,Uttarakhand
247003467,,,PREP-SC,5199,,,,,Roorkee,Uttarakhand
247003470,,,PREP-SC,1898,,,,,Roorkee,Uttarakhand
247003473,9018,149,gen,9018,IIT Delhi,Production and Industrial Engineering,,4,Roorkee,Uttarakhand
247003474,22595,114,gen,22595,,,,,Roorkee,Uttarakhand
247003475,17881,123,gen,17881,,,,,Roorkee,Uttarakhand
247003478,4631,175,gen,4631,IIT Ropar,Electrical Engineering,,4,Roorkee,Uttarakhand
247003479,3406,186,gen,3406,IIT Ropar,Electrical Engineering,,4,Roorkee,Uttarakhand
247003482,8999,149,gen,8999,IIT Bombay,Environmental Science and Engineering,,4,Roorkee,Uttarakhand
247003483,228,272,gen,228,IIT Bombay,Electrical Engineering,,4,Roorkee,Uttarakhand
247003484,435,258,OBC,66,IIT Bombay,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247003487,,102,SC,1069,IIT Jammu,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247003488,2168,203,gen,2168,IIT Bombay,Chemical Engineering,,4,Roorkee,Uttarakhand
247003489,7244,157,gen,7244,IIT Jammu,Mathematics and Computing,,4,Roorkee,Uttarakhand
247003490,5309,169,OBC,1034,IIT Gandhinagar,Computer Science and Engineering,,5,Roorkee,Uttarakhand
247003491,942,233,gen,942,IIT Guwahati,Mathematics and Computing,,4,Roorkee,Uttarakhand
247003492,4799,174,gen,4799,IIT Ropar,Electrical Engineering,,4,Roorkee,Uttarakhand
247003493,,,PREP-SC,3356,,,,,Roorkee,Uttarakhand
247003497,21811,115,gen,21811,,,,,Roorkee,Uttarakhand
247003498,5753,166,gen,5753,IIT Delhi,Textile Technology,,4,Roorkee,Uttarakhand
247003499,8570,151,gen,8570,,,,,Roorkee,Uttarakhand
247003500,,,PREP-SC,3455,,,,,Roorkee,Uttarakhand
247003504,23163,113,gen,23163,,,,,Roorkee,Uttarakhand
247003514,23425,112,gen,23425,,,,,Roorkee,Uttarakhand
247003516,,63,SC,4068,,,,,Roorkee,Uttarakhand
247004006,,,PREP-EWS-PwD,48,,,,,Roorkee,Uttarakhand
247004007,,54,CRLPwD,180,IIT Patna,Mathematics and Computing,,4,Roorkee,Uttarakhand
247004010,,,PREP-CRL-PwD,185,,,,,Roorkee,Uttarakhand
247004011,19881,119,gen,19881,,,,,Roorkee,Uttarakhand
247004012,16551,126,gen,16551,,,,,Roorkee,Uttarakhand
247004018,,,PREP-SC,2139,,,,,Roorkee,Uttarakhand
247004023,5920,165,gen,5920,IIT Guwahati,Energy Engineering,,4,Roorkee,Uttarakhand
247004027,,,PREP-SC,1984,,,,,Roorkee,Uttarakhand
247004030,2901,193,gen,2901,IIT Kanpur,Electrical Engineering,,4,Roorkee,Uttarakhand
247004033,,98,OBC,9073,,,,,Roorkee,Uttarakhand
247004036,8737,150,SC,215,IIT Roorkee,Data Science and Artificial Intelligence,,4,Roorkee,Uttarakhand
247004040,,81,SC,2189,IIT Bhilai,Mechatronics Engineering,,4,Roorkee,Uttarakhand
247004044,6614,161,gen,6614,IIT Mandi,Electrical Engineering,,4,Roorkee,Uttarakhand
247004045,1284,224,gen,1284,IIT Kanpur,Electrical Engineering,,4,Roorkee,Uttarakhand
247004047,21118,117,gen,21118,,,,,Roorkee,Uttarakhand
247004048,1796,212,gen,1796,IIT Guwahati,Electronics and Electrical Engineering,,4,Roorkee,Uttarakhand
247004053,21899,115,gen,21899,,,,,Roorkee,Uttarakhand
247004054,,77,SC,2483,IIT Mandi,Civil Engineering,,4,Roorkee,Uttarakhand
247004056,,,PREP-ST,465,,,,,Roorkee,Uttarakhand
247004058,25088,110,gen,25088,,,,,Roorkee,Uttarakhand
247004064,24405,111,gen,24405,,,,,Roorkee,Uttarakhand
247004065,,81,SC,2147,IIT Jammu,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004066,11211,141,gen,11211,IIT Ropar,Metallurgical and Materials Engineering,,4,Roorkee,Uttarakhand
247004068,6222,163,gen,6222,IIT Roorkee,Civil Engineering,,4,Roorkee,Uttarakhand
247004081,24562,111,gen,24562,,,,,Roorkee,Uttarakhand
247004082,16299,127,gen,16299,,,,,Roorkee,Uttarakhand
247004085,124,281,gen,124,IIT Madras,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004086,2779,194,gen,2779,IIT Delhi,Production and Industrial Engineering,,4,Roorkee,Uttarakhand
247004094,,68,ST,992,IIT Roorkee,Economics,,5,Roorkee,Uttarakhand
247004095,8805,150,gen,8805,,,,,Roorkee,Uttarakhand
247004096,,65,SC,3777,,,,,Roorkee,Uttarakhand
247004098,1107,227,gen,1107,IIT Kanpur,Electrical Engineering,,4,Roorkee,Uttarakhand
247004099,275,272,gen,275,IIT Delhi,Mathematics and Computing,,4,Roorkee,Uttarakhand
247004100,,,PREP-SC,2126,,,,,Roorkee,Uttarakhand
247004101,13959,132,gen,13959,,,,,Roorkee,Uttarakhand
247004104,1023,230,gen,1023,IIT Kanpur,Statistics and Data Science,,4,Roorkee,Uttarakhand
247004109,242,272,gen,242,IIT Kanpur,Computer Science and Engineering,,4,Roorkee,Uttarakhand
247004111,24859,110,OBC,6458,,,,,Roorkee,Uttarakhand
247004118,16042,127,gen,16042,,,,,Roorkee,Uttarakhand
