241004176,,101,EWS,4857,,,,,Ahmedabad,Gujarat
241004179,360,265,gen,360,IIT Kharagpur,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241004182,13393,134,gen,13393,,,,,Ahmedabad,Gujarat
241004184,,55,SC,5353,,,,,Ahmedabad,Gujarat
241004187,23188,113,EWS,3503,,,,,Ahmedabad,Gujarat
241004193,16663,126,gen,16663,,,,,Ahmedabad,Gujarat
241004194,7855,154,EWS,963,,,,,Ahmedabad,Gujarat
241004202,21444,116,gen,21444,,,,,Ahmedabad,Gujarat
241004203,6637,161,gen,6637,IIT Gandhinagar,Mechanical Engineering,,5,Ahmedabad,Gujarat
241004206,,,PREP-SC,7955,,,,,Ahmedabad,Gujarat
241004207,23995,112,gen,23995,,,,,Ahmedabad,Gujarat
241004210,,104,EWS,4531,,,,,Ahmedabad,Gujarat
241004211,,,PREP-SC,5990,,,,,Ahmedabad,Gujarat
241004212,9361,148,gen,9361,IIT Jodhpur,Mechanical Engineering,,4,Ahmedabad,Gujarat
241004219,1275,224,gen,1275,IIT Kanpur,Electrical Engineering,,4,Ahmedabad,Gujarat
241004220,11457,140,gen,11457,,,,,Ahmedabad,Gujarat
241004224,,,PREP-SC,1369,,,,,Ahmedabad,Gujarat
241004228,,97,SC,1231,IIT Gandhinagar,Integrated Circuit Design & Technology,,4,Ahmedabad,Gujarat
241004229,9150,149,EWS,1155,IIT (BHU) Varanasi,Electrical Engineering,,4,Ahmedabad,Gujarat
241004232,14718,130,gen,14718,,,,,Ahmedabad,Gujarat
241004240,,,PREP-SC,3735,,,,,Ahmedabad,Gujarat
241004242,,,PREP-SC,3952,,,,,Ahmedabad,Gujarat
241004245,22406,114,gen,22406,,,,,Ahmedabad,Gujarat
241004250,8932,149,gen,8932,,,,,Ahmedabad,Gujarat
241004278,14571,131,OBC,3478,,,,,Ahmedabad,Gujarat
241004281,,,PREP-SC,3059,,,,,Ahmedabad,Gujarat
241004283,13923,132,gen,13923,,,,,Ahmedabad,Gujarat
241004290,11590,140,gen,11590,IIT (BHU) Varanasi,Ceramic Engineering,,4,Ahmedabad,Gujarat
241004291,16847,125,gen,16847,,,,,Ahmedabad,Gujarat
241004292,,,PREP-ST,2630,,,,,Ahmedabad,Gujarat
241004297,2487,199,gen,2487,IIT (ISM) Dhanbad,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241004303,12623,136,OBC,2915,IIT Gandhinagar,Mechanical Engineering,,4,Ahmedabad,Gujarat
241004306,5031,172,OBC,971,IIT Delhi,Mechanical Engineering,,4,Ahmedabad,Gujarat
241004308,14662,131,EWS,2021,IIT Kharagpur,Aerospace Engineering,,4,Ahmedabad,Gujarat
241004311,,81,SC,2136,,,,,Ahmedabad,Gujarat
241004312,9512,147,OBC,2078,IIT Kharagpur,Chemical Engineering,,4,Ahmedabad,Gujarat
241004314,15145,129,gen,15145,,,,,Ahmedabad,Gujarat
241004316,,,PREP-SC,5441,,,,,Ahmedabad,Gujarat
241004318,4502,176,gen,4502,IIT Kharagpur,Aerospace Engineering,,4,Ahmedabad,Gujarat
241004321,23416,112,gen,23416,,,,,Ahmedabad,Gujarat
241004323,11624,139,OBC,2642,,,,,Ahmedabad,Gujarat
241004332,9519,147,gen,9519,,,,,Ahmedabad,Gujarat
241004336,5675,167,gen,5675,IIT (BHU) Varanasi,Mechanical Engineering,,4,Ahmedabad,Gujarat
241004342,19633,120,gen,19633,,,,,Ahmedabad,Gujarat
241004343,5896,166,gen,5896,IIT Delhi,Textile Technology,,4,Ahmedabad,Gujarat
241004347,20519,118,gen,20519,,,,,Ahmedabad,Gujarat
241004349,,97,SC,1262,,,,,Ahmedabad,Gujarat
241004350,,,PREP-SC,6913,,,,,Ahmedabad,Gujarat
241004351,,102,OBC,8241,,,,,Ahmedabad,Gujarat
241004356,17927,123,gen,17927,,,,,Ahmedabad,Gujarat
241004357,6401,163,EWS,747,IIT Gandhinagar,Integrated Circuit Design & Technology,,4,Ahmedabad,Gujarat
241004361,,,PREP-SC,1207,,,,,Ahmedabad,Gujarat
241004362,13510,134,OBC,3172,IIT (BHU) Varanasi,Chemical Engineering,,4,Ahmedabad,Gujarat
241004371,20738,117,gen,20738,,,,,Ahmedabad,Gujarat
241004373,2440,199,gen,2440,IIT Jodhpur,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241004378,5774,166,EWS,663,IIT Madras,Engineering Physics,,4,Ahmedabad,Gujarat
241004380,2342,200,gen,2342,,,,,Ahmedabad,Gujarat
241004381,18644,122,OBC,4633,,,,,Ahmedabad,Gujarat
241004382,,77,ST,644,IIT Gandhinagar,Computer Science and Engineering,,5,Ahmedabad,Gujarat
241004384,17993,123,gen,17993,,,,,Ahmedabad,Gujarat
241004385,17729,123,OBC,4366,,,,,Ahmedabad,Gujarat
241004394,11451,140,gen,11451,IIT Bhilai,Mechanical Engineering,,4,Ahmedabad,Gujarat
241004397,17364,124,SC,490,IIT Gandhinagar,Computer Science and Engineering,,5,Ahmedabad,Gujarat
241004399,,76,SC,2525,IIT Mandi,Civil Engineering,,4,Ahmedabad,Gujarat
241004400,,,PREP-SC,835,,,,,Ahmedabad,Gujarat
241004402,2572,197,gen,2572,IIT Patna,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241004408,25201,110,gen,25201,,,,,Ahmedabad,Gujarat
241004410,19061,121,gen,19061,,,,,Ahmedabad,Gujarat
241004415,15781,128,gen,15781,IIT Ropar,Mechanical Engineering,,4,Ahmedabad,Gujarat
241004416,8909,149,gen,8909,IIT Gandhinagar,Civil Engineering,,4,Ahmedabad,Gujarat
241004418,,66,SC,3664,,,,,Ahmedabad,Gujarat
241004419,13178,135,gen,13178,,,,,Ahmedabad,Gujarat
241004426,,99,OBC,8808,,,,,Ahmedabad,Gujarat
241004427,3334,187,gen,3334,IIT Kharagpur,Mechanical Engineering,,4,Ahmedabad,Gujarat
241004429,4560,176,gen,4560,IIT Kharagpur,Chemical Engineering,,4,Ahmedabad,Gujarat
241004439,14371,131,gen,14371,IIT (ISM) Dhanbad,Environmental Engineering,,4,Ahmedabad,Gujarat
241004440,1773,212,gen,1773,IIT Kharagpur,Electrical Engineering,,4,Ahmedabad,Gujarat
241005001,23202,113,gen,23202,,,,,Ahmedabad,Gujarat
241005004,17017,125,gen,17017,,,,,Ahmedabad,Gujarat
241005006,,66,SC,3681,,,,,Ahmedabad,Gujarat
241005008,,,PREP-SC,3810,,,,,Ahmedabad,Gujarat
241005009,573,251,gen,573,IIT Delhi,Electrical Engineering,,4,Ahmedabad,Gujarat
241005011,,,PREP-SC,7803,,,,,Ahmedabad,Gujarat
241005014,,,PREP-SC,3802,,,,,Ahmedabad,Gujarat
241005016,9027,149,gen,9027,,,,,Ahmedabad,Gujarat
241005017,,,PREP-ST,951,,,,,Ahmedabad,Gujarat
241005022,8726,150,gen,8726,,,,,Ahmedabad,Gujarat
241005029,,106,EWS,4219,,,,,Ahmedabad,Gujarat
241005030,,102,SC,1015,IIT Gandhinagar,Integrated Circuit Design & Technology,,4,Ahmedabad,Gujarat
241005031,10727,142,gen,10727,IIT (ISM) Dhanbad,Civil Engineering,,4,Ahmedabad,Gujarat
241005033,5143,171,gen,5143,,,,,Ahmedabad,Gujarat
241005035,8560,151,gen,8560,,,,,Ahmedabad,Gujarat
241005037,16660,126,OBC,4067,,,,,Ahmedabad,Gujarat
241005039,,,PREP-SC,1986,,,,,Ahmedabad,Gujarat
241005049,16170,127,gen,16170,,,,,Ahmedabad,Gujarat
241005050,,98,EWS,5249,,,,,Ahmedabad,Gujarat
241005052,8427,152,gen,8427,,,,,Ahmedabad,Gujarat
241005057,515,251,OBC,73,IIT Delhi,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241005064,289,272,gen,289,IIT Delhi,Mathematics and Computing,,4,Ahmedabad,Gujarat
241005068,,,PREP-SC,6705,,,,,Ahmedabad,Gujarat
241005069,11371,140,EWS,1499,IIT Kanpur,Mechanical Engineering,,4,Ahmedabad,Gujarat
241005072,2526,197,gen,2526,IIT Roorkee,Mechanical Engineering,,4,Ahmedabad,Gujarat
241005075,13110,135,gen,13110,,,,,Ahmedabad,Gujarat
241005084,3072,191,gen,3072,,,,,Ahmedabad,Gujarat
241005089,,103,EWS,4635,,,,,Ahmedabad,Gujarat
241005090,11333,140,gen,11333,,,,,Ahmedabad,Gujarat
241005094,,104,OBC,7793,,,,,Ahmedabad,Gujarat
241005098,16018,127,gen,16018,,,,,Ahmedabad,Gujarat
241005100,21905,115,gen,21905,,,,,Ahmedabad,Gujarat
241005101,18984,121,gen,18984,,,,,Ahmedabad,Gujarat
241005102,12099,138,gen,12099,IIT Jodhpur,Materials Engineering,,4,Ahmedabad,Gujarat
241005104,22031,115,gen,22031,IIT Jodhpur,Materials Engineering,,4,Ahmedabad,Gujarat
241005109,15122,129,gen,15122,IIT Dharwad,Chemical and Biochemical Engineering,,4,Ahmedabad,Gujarat
241005112,,,PREP-ST,2016,,,,,Ahmedabad,Gujarat
241005113,,84,SC,1935,IIT (ISM) Dhanbad,Mechanical Engineering,,4,Ahmedabad,Gujarat
241005114,2665,196,gen,2665,IIT Jodhpur,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241005117,,,PREP-SC,167,,,,,Ahmedabad,Gujarat
241005122,3362,187,gen,3362,IIT Jodhpur,Artificial Intelligence and Data Science,,4,Ahmedabad,Gujarat
241005123,102,281,gen,102,IIT Bombay,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241005124,12649,136,OBC,2925,,,,,Ahmedabad,Gujarat
241005125,4885,173,gen,4885,,,,,Ahmedabad,Gujarat
241005133,14451,131,SC,377,IIT Madras,Electrical Engineering,,4,Ahmedabad,Gujarat
241005134,15757,128,gen,15757,,,,,Ahmedabad,Gujarat
241005135,18152,123,gen,18152,,,,,Ahmedabad,Gujarat
241005147,20089,119,gen,20089,,,,,Ahmedabad,Gujarat
241005148,21709,115,SC,666,IIT Gandhinagar,Mechanical Engineering,,4,Ahmedabad,Gujarat
241005149,22030,115,gen,22030,,,,,Ahmedabad,Gujarat
241005150,21972,115,gen,21972,,,,,Ahmedabad,Gujarat
241005155,15310,129,gen,15310,,,,,Ahmedabad,Gujarat
241005164,,99,EWS,5162,,,,,Ahmedabad,Gujarat
241005167,14673,131,gen,14673,,,,,Ahmedabad,Gujarat
241005172,17012,125,gen,17012,,,,,Ahmedabad,Gujarat
241005173,14965,130,gen,14965,,,,,Ahmedabad,Gujarat
241005176,,105,EWS,4361,,,,,Ahmedabad,Gujarat
241005178,19511,120,gen,19511,,,,,Ahmedabad,Gujarat
241005179,23946,112,gen,23946,,,,,Ahmedabad,Gujarat
241005182,3193,189,gen,3193,IIT Gandhinagar,Electrical Engineering,,4,Ahmedabad,Gujarat
241005185,25697,109,gen,25697,,,,,Ahmedabad,Gujarat
241005188,2233,202,gen,2233,IIT (BHU) Varanasi,Electronics Engineering,,4,Ahmedabad,Gujarat
241005196,8821,150,gen,8821,IIT Bombay,Environmental Science and Engineering,,4,Ahmedabad,Gujarat
241005198,7521,156,gen,7521,,,,,Ahmedabad,Gujarat
241005204,23082,113,gen,23082,,,,,Ahmedabad,Gujarat
241005206,9597,147,gen,9597,,,,,Ahmedabad,Gujarat
241005207,8969,149,gen,8969,IIT Jodhpur,Mechanical Engineering,,4,Ahmedabad,Gujarat
241005208,923,233,gen,923,IIT Delhi,Engineering and Computational Mechanics,,4,Ahmedabad,Gujarat
241005212,3270,188,gen,3270,IIT Roorkee,Mechanical Engineering,,4,Ahmedabad,Gujarat
241005214,22043,115,gen,22043,,,,,Ahmedabad,Gujarat
241005215,7024,159,gen,7024,IIT Kharagpur,Metallurgical and Materials Engineering,,4,Ahmedabad,Gujarat
241005221,8779,150,gen,8779,,,,,Ahmedabad,Gujarat
241005224,,84,SC,1987,,,,,Ahmedabad,Gujarat
241006001,24204,111,EWS,3676,,,,,Ahmedabad,Gujarat
241006002,,108,OBC,6881,,,,,Ahmedabad,Gujarat
241006004,18880,121,gen,18880,,,,,Ahmedabad,Gujarat
241006006,9078,149,gen,9078,IIT Jodhpur,Mechanical Engineering,,4,Ahmedabad,Gujarat
241006007,5003,172,gen,5003,,,,,Ahmedabad,Gujarat
241006009,,82,SC,2086,IIT (BHU) Varanasi,Electrical Engineering,,4,Ahmedabad,Gujarat
241006011,25900,109,gen,25900,,,,,Ahmedabad,Gujarat
241006013,6193,164,gen,6193,IIT Jodhpur,Electrical Engineering,,4,Ahmedabad,Gujarat
241006016,8405,152,gen,8405,,,,,Ahmedabad,Gujarat
241006018,13458,134,gen,13458,,,,,Ahmedabad,Gujarat
241006019,1089,230,EWS,96,IIT Roorkee,Mathematics & Computing,,5,Ahmedabad,Gujarat
241006020,15030,130,gen,15030,IIT Dharwad,Civil and Infrastructure Engineering,,4,Ahmedabad,Gujarat
241006021,19033,121,gen,19033,,,,,Ahmedabad,Gujarat
241006026,6344,163,gen,6344,IIT Gandhinagar,Mechanical Engineering,,4,Ahmedabad,Gujarat
241006027,11620,139,gen,11620,,,,,Ahmedabad,Gujarat
241006029,15253,129,gen,15253,IIT (ISM) Dhanbad,Environmental Engineering,,4,Ahmedabad,Gujarat
241006033,1651,214,gen,1651,IIT Roorkee,Electrical Engineering,,4,Ahmedabad,Gujarat
241006039,24331,111,gen,24331,,,,,Ahmedabad,Gujarat
241006043,88,300,gen,88,IIT Delhi,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241006045,,,PREP-SC,604,,,,,Ahmedabad,Gujarat
241006049,25596,109,OBC,6706,IIT Gandhinagar,Chemical Engineering,,4,Ahmedabad,Gujarat
241006054,10895,142,gen,10895,IIT Goa,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241006057,2427,199,gen,2427,IIT Gandhinagar,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241006059,5509,168,gen,5509,,,,,Ahmedabad,Gujarat
241006065,4100,180,gen,4100,IIT (ISM) Dhanbad,Mathematics and Computing,,4,Ahmedabad,Gujarat
241006067,3741,183,EWS,392,,,,,Ahmedabad,Gujarat
241006071,,76,SC,2541,,,,,Ahmedabad,Gujarat
241006076,8269,152,gen,8269,IIT Gandhinagar,Chemical Engineering,,4,Ahmedabad,Gujarat
241006080,3604,184,gen,3604,IIT Roorkee,Mechanical Engineering,,4,Ahmedabad,Gujarat
241006083,14719,130,EWS,2025,IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology,,4,Ahmedabad,Gujarat
241006088,4604,175,gen,4604,IIT (BHU) Varanasi,Mechanical Engineering,,4,Ahmedabad,Gujarat
241006090,11710,139,gen,11710,,,,,Ahmedabad,Gujarat
241006092,,,PREP-SC,6978,,,,,Ahmedabad,Gujarat
241006111,15858,128,gen,15858,,,,,Ahmedabad,Gujarat
241006116,4070,180,gen,4070,IIT Goa,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241006117,15481,129,gen,15481,,,,,Ahmedabad,Gujarat
241006119,,,PREP-SC,1828,,,,,Ahmedabad,Gujarat
241006122,2972,192,gen,2972,IIT (BHU) Varanasi,Electrical Engineering,,4,Ahmedabad,Gujarat
241006123,13030,135,gen,13030,IIT Goa,Mathematics and Computing,,4,Ahmedabad,Gujarat
241006129,,,PREP-SC,7360,,,,,Ahmedabad,Gujarat
241006130,16439,126,gen,16439,IIT Jammu,Materials Engineering,,4,Ahmedabad,Gujarat
241006131,20217,118,OBC,5086,,,,,Ahmedabad,Gujarat
241006139,13224,134,EWS,1779,IIT Jodhpur,Chemical Engineering,,4,Ahmedabad,Gujarat
241006144,,98,OBC,9168,,,,,Ahmedabad,Gujarat
241006148,21318,116,EWS,3165,,,,,Ahmedabad,Gujarat
241006154,25632,109,gen,25632,,,,,Ahmedabad,Gujarat
241006156,20850,117,gen,20850,IIT Jodhpur,Bio Engineering,,4,Ahmedabad,Gujarat
241006161,,62,SC,4241,,,,,Ahmedabad,Gujarat
241006168,12706,136,gen,12706,,,,,Ahmedabad,Gujarat
241006171,,,PREP-SC,5874,,,,,Ahmedabad,Gujarat
241006172,,102,OBC,8265,,,,,Ahmedabad,Gujarat
241006175,15154,129,gen,15154,,,,,Ahmedabad,Gujarat
241006178,5401,169,OBC,1060,IIT (ISM) Dhanbad,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241006181,23620,112,gen,23620,,,,,Ahmedabad,Gujarat
241006185,18317,122,gen,18317,,,,,Ahmedabad,Gujarat
241006188,11537,140,gen,11537,IIT (ISM) Dhanbad,Petroleum Engineering,,4,Ahmedabad,Gujarat
241006189,6854,160,gen,6854,,,,,Ahmedabad,Gujarat
241006191,10127,145,gen,10127,,,,,Ahmedabad,Gujarat
241006193,5871,166,gen,5871,IIT Roorkee,Biosciences and Bioengineering,,4,Ahmedabad,Gujarat
241006196,,,PREP-SC,7191,,,,,Ahmedabad,Gujarat
241006199,7728,155,gen,7728,,,,,Ahmedabad,Gujarat
241006204,,98,ST,281,IIT Jodhpur,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241006207,22585,114,gen,22585,,,,,Ahmedabad,Gujarat
241006209,7965,154,gen,7965,IIT Guwahati,Biosciences and Bioengineering,,4,Ahmedabad,Gujarat
241006211,3187,189,gen,3187,IIT Delhi,Chemical Engineering,,5,Ahmedabad,Gujarat
241006218,2491,199,gen,2491,IIT Jodhpur,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241006221,21580,116,OBC,5471,,,,,Ahmedabad,Gujarat
241006222,701,246,gen,701,IIT Bombay,Electrical Engineering,,4,Ahmedabad,Gujarat
241006223,,106,EWS,4270,,,,,Ahmedabad,Gujarat
241006225,,,PREP-ST,394,,,,,Ahmedabad,Gujarat
241007001,23803,112,gen,23803,,,,,Ahmedabad,Gujarat
241007005,,65,SC,3703,,,,,Ahmedabad,Gujarat
241007010,6320,163,OBC,1283,IIT Kharagpur,Instrumentation Engineering,,4,Ahmedabad,Gujarat
241007016,,,PREP-SC,630,,,,,Ahmedabad,Gujarat
241007020,3263,188,gen,3263,IIT Kanpur,Aerospace Engineering,,4,Ahmedabad,Gujarat
241007021,66,300,gen,66,IIT Bombay,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241007025,25063,110,gen,25063,,,,,Ahmedabad,Gujarat
241007027,1870,210,gen,1870,IIT Roorkee,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241007028,,,PREP-SC,8113,,,,,Ahmedabad,Gujarat
241007036,13175,135,EWS,1769,IIT Madras,Chemical Engineering,,4,Ahmedabad,Gujarat
241007037,,104,OBC,7615,,,,,Ahmedabad,Gujarat
241007038,20304,118,EWS,2968,,,,,Ahmedabad,Gujarat
241007039,13961,132,gen,13961,,,,,Ahmedabad,Gujarat
241007043,24715,110,gen,24715,,,,,Ahmedabad,Gujarat
241007045,20531,118,gen,20531,,,,,Ahmedabad,Gujarat
241007050,17932,123,gen,17932,,,,,Ahmedabad,Gujarat
241007051,23855,112,EWS,3615,,,,,Ahmedabad,Gujarat
241007054,22634,114,gen,22634,,,,,Ahmedabad,Gujarat
241007056,,,PREP-ST,2175,,,,,Ahmedabad,Gujarat
241007058,4571,176,gen,4571,IIT Kharagpur,Chemical Engineering,,4,Ahmedabad,Gujarat
241007060,7270,157,gen,7270,,,,,Ahmedabad,Gujarat
241007065,8089,153,gen,8089,,,,,Ahmedabad,Gujarat
241007067,22707,114,gen,22707,,,,,Ahmedabad,Gujarat
241007074,14474,131,EWS,1993,IIT Kharagpur,Exploration Geophysics,,4,Ahmedabad,Gujarat
241007075,24340,111,gen,24340,,,,,Ahmedabad,Gujarat
241007079,11280,141,SC,281,IIT Kanpur,Electrical Engineering,,4,Ahmedabad,Gujarat
241007082,14200,132,gen,14200,,,,,Ahmedabad,Gujarat
241007083,,107,EWS,4178,,,,,Ahmedabad,Gujarat
241007088,,98,OBC,9091,,,,,Ahmedabad,Gujarat
241007095,,,PREP-SC,1013,,,,,Ahmedabad,Gujarat
241007097,1149,227,gen,1149,IIT Bombay,Mechanical Engineering,,4,Ahmedabad,Gujarat
241007099,12932,135,gen,12932,,,,,Ahmedabad,Gujarat
241007100,23723,112,SC,746,IIT Jodhpur,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241007101,,,PREP-SC,2089,,,,,Ahmedabad,Gujarat
241007105,,102,OBC,8289,,,,,Ahmedabad,Gujarat
241007108,21618,116,gen,21618,,,,,Ahmedabad,Gujarat
241007109,19904,119,gen,19904,,,,,Ahmedabad,Gujarat
241007112,,85,ST,491,IIT (BHU) Varanasi,Civil Engineering,,4,Ahmedabad,Gujarat
241007113,2936,192,SC,65,IIT Madras,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241007115,10362,144,OBC,2291,IIT Bhubaneswar,Electrical Engineering,,4,Ahmedabad,Gujarat
241007117,,67,SC,3535,,,,,Ahmedabad,Gujarat
241007123,20543,118,gen,20543,,,,,Ahmedabad,Gujarat
241007124,8129,153,OBC,1730,IIT Delhi,Production and Industrial Engineering,,4,Ahmedabad,Gujarat
241007126,25616,109,gen,25616,,,,,Ahmedabad,Gujarat
241007135,24811,110,gen,24811,,,,,Ahmedabad,Gujarat
241007137,,104,EWS,4565,,,,,Ahmedabad,Gujarat
241007143,,,PREP-SC,303,,,,,Ahmedabad,Gujarat
241007146,12101,138,gen,12101,,,,,Ahmedabad,Gujarat
241007148,13007,135,OBC,3036,IIT Patna,B. Tech. (EEE)-M. Tech. in (Power & Control),,5,Ahmedabad,Gujarat
241007152,13899,133,OBC,3288,,,,,Ahmedabad,Gujarat
241007153,,92,SC,1416,IIT Roorkee,Energy Engineering,,4,Ahmedabad,Gujarat
241007157,490,258,gen,490,IIT Guwahati,Computer Science and Engineering,,4,Ahmedabad,Gujarat
241007160,13139,135,gen,13139,,,,,Ahmedabad,Gujarat
241007165,,80,SC,2284,IIT Gandhinagar,Civil Engineering,,4,Ahmedabad,Gujarat
241007167,342,265,gen,342,IIT Bombay,Electrical Engineering,,4,Ahmedabad,Gujarat
241007168,24589,111,gen,24589,,,,,Ahmedabad,Gujarat
241007177,1563,216,gen,1563,IIT Guwahati,Electronics and Communication Engineering,,4,Ahmedabad,Gujarat
241007180,,106,EWS,4242,,,,,Ahmedabad,Gujarat
241007183,,64,SC,3904,,,,,Ahmedabad,Gujarat
241007187,,,PREP-SC,5265,,,,,Ahmedabad,Gujarat
241007188,9982,146,EWS,1287,IIT Guwahati,Engineering Physics,,4,Ahmedabad,Gujarat
241007192,,57,SC,5011,,,,,Ahmedabad,Gujarat
241007195,3948,181,gen,3948,IIT Gandhinagar,Electrical Engineering,,4,Ahmedabad,Gujarat
241008005,8597,151,gen,8597,IIT Ropar,Chemical Engineering,,4,Anand,Gujarat
241008006,,104,EWS,4491,,,,,Anand,Gujarat
241008007,,,PREP-SC,185,,,,,Anand,Gujarat
241008008,,71,SC,3064,,,,,Anand,Gujarat
241008017,,86,SC,1857,IIT Kharagpur,Manufacturing Science and Engineering,,4,Anand,Gujarat
241008018,,,PREP-SC,987,,,,,Anand,Gujarat
241008030,14468,131,EWS,1990,IIT (BHU) Varanasi,Ceramic Engineering,,4,Anand,Gujarat
241008031,25053,110,gen,25053,,,,,Anand,Gujarat
241008036,,76,SC,2530,,,,,Anand,Gujarat
241008037,16733,126,EWS,2347,,,,,Anand,Gujarat
241008047,,,PREP-SC,1740,,,,,Anand,Gujarat
241008049,5127,171,gen,5127,,,,,Anand,Gujarat
241008053,22175,115,gen,22175,,,,,Anand,Gujarat
241008056,4622,175,gen,4622,IIT Kharagpur,Aerospace Engineering,,4,Anand,Gujarat
241008059,22140,115,EWS,3309,,,,,Anand,Gujarat
241008070,,,PREP-SC,7998,,,,,Anand,Gujarat
241008071,,,PREP-ST,3166,,,,,Anand,Gujarat
241008072,8166,153,OBC,1738,IIT Mandi,B.Tech in Mathematics and Computing,,4,Anand,Gujarat
241008076,,,PREP-ST,1054,,,,,Anand,Gujarat
241008090,13534,134,gen,13534,,,,,Anand,Gujarat
241008095,,,PREP-SC,3956,,,,,Anand,Gujarat
241008100,19696,120,gen,19696,,,,,Anand,Gujarat
241008102,24554,111,gen,24554,,,,,Anand,Gujarat
241008113,6774,160,gen,6774,IIT (BHU) Varanasi,Chemical Engineering,,4,Anand,Gujarat
241008114,,108,OBC,6863,,,,,Anand,Gujarat
241008120,,90,SC,1518,IIT (ISM) Dhanbad,Electrical Engineering,,4,Anand,Gujarat
241008123,11857,139,gen,11857,,,,,Anand,Gujarat
241008125,,81,ST,549,IIT Guwahati,Mechanical Engineering,,4,Anand,Gujarat
241008132,,,PREP-SC,4705,,,,,Anand,Gujarat
241008135,,,PREP-SC,3732,,,,,Anand,Gujarat
241008137,9813,146,OBC,2154,,,,,Anand,Gujarat
241008139,,98,OBC,9227,,,,,Anand,Gujarat
241008143,9230,148,gen,9230,,,,,Anand,Gujarat
241008146,8748,150,OBC,1900,IIT Kanpur,Aerospace Engineering,,4,Anand,Gujarat
241008147,22065,115,gen,22065,,,,,Anand,Gujarat
241008148,,,PREP-SC,4355,,,,,Anand,Gujarat
241008149,16015,127,gen,16015,,,,,Anand,Gujarat
241008152,17954,123,gen,17954,,,,,Anand,Gujarat
241008157,3190,189,gen,3190,IIT Roorkee,Mechanical Engineering,,4,Anand,Gujarat
241008159,,58,ST,1501,,,,,Anand,Gujarat
241008168,3073,191,OBC,537,IIT Kanpur,Electrical Engineering,,4,Anand,Gujarat
241008176,,,PREP-SC,2712,,,,,Anand,Gujarat
241008177,,,PREP-SC,8007,,,,,Anand,Gujarat
241008182,24869,110,gen,24869,,,,,Anand,Gujarat
241008184,21668,116,gen,21668,,,,,Anand,Gujarat
241008185,22089,115,gen,22089,,,,,Anand,Gujarat
241008192,,90,SC,1537,,,,,Anand,Gujarat
241008202,12466,137,OBC,2873,IIT Roorkee,Civil Engineering,,4,Anand,Gujarat
241008206,11976,138,gen,11976,,,,,Anand,Gujarat
241008208,,,PREP-ST,2121,,,,,Anand,Gujarat
241008210,21026,117,OBC,5305,,,,,Anand,Gujarat
241008212,8031,153,OBC,1699,IIT Kharagpur,Mechanical Engineering,,4,Anand,Gujarat
241008217,,,PREP-SC,6280,,,,,Anand,Gujarat
241009001,,,PREP-SC,5816,,,,,Anand,Gujarat
241009016,,100,OBC,8652,,,,,Anand,Gujarat
241009019,9969,146,gen,9969,IIT Gandhinagar,Civil Engineering,,4,Anand,Gujarat
241009022,18157,123,EWS,2592,,,,,Anand,Gujarat
241009024,12195,138,gen,12195,,,,,Anand,Gujarat
241009029,,,PREP-SC,6717,,,,,Anand,Gujarat
241009030,9795,146,gen,9795,IIT (ISM) Dhanbad,Mechanical Engineering,,4,Anand,Gujarat
241009039,4909,172,gen,4909,IIT Guwahati,Engineering Physics,,4,Anand,Gujarat
241009047,,,PREP-SC,69,,,,,Anand,Gujarat
241009049,11845,139,OBC,2702,,,,,Anand,Gujarat
241009053,,,PREP-SC,13,,,,,Anand,Gujarat
241009055,,105,EWS,4387,,,,,Anand,Gujarat
241009057,19236,120,EWS,2767,,,,,Anand,Gujarat
241009064,,,PREP-SC,545,,,,,Anand,Gujarat
241009067,,,PREP-SC,6304,,,,,Anand,Gujarat
241009069,,,PREP-SC,5506,,,,,Anand,Gujarat
241009071,22917,113,gen,22917,,,,,Anand,Gujarat
241009073,,78,SC,2338,,,,,Anand,Gujarat
241009077,,108,OBC,6866,,,,,Anand,Gujarat
